Frame,Class,accuracy,Bounding Box
1128.0,Spinning Top,0.81393677,"(931, 593, 8, 18)"
1129.0,Spinning Top,0.8335674,"(980, 594, 10, 17)"
1129.0,Spinning Top,0.8335674,"(931, 593, 8, 18)"
1130.0,Spinning Top,0.834635,"(980, 594, 10, 17)"
1130.0,Spinning Top,0.834635,"(931, 593, 8, 18)"
1131.0,Spinning Top,0.82892126,"(980, 594, 10, 17)"
1131.0,Spinning Top,0.82892126,"(931, 593, 8, 18)"
1132.0,Spinning Top,0.8276989,"(980, 594, 10, 17)"
1132.0,Spinning Top,0.8276989,"(931, 593, 8, 18)"
1133.0,Spinning Top,0.818173,"(980, 594, 10, 17)"
1133.0,Spinning Top,0.818173,"(931, 593, 8, 18)"
1134.0,Spinning Top,0.81829,"(980, 594, 10, 17)"
1134.0,Spinning Top,0.81829,"(931, 593, 8, 18)"
1135.0,Spinning Top,0.82351685,"(980, 594, 10, 17)"
1135.0,Spinning Top,0.82351685,"(931, 593, 8, 18)"
1136.0,Spinning Top,0.82334036,"(980, 594, 10, 17)"
1136.0,Spinning Top,0.82334036,"(931, 593, 8, 18)"
1137.0,Spinning Top,0.82157665,"(980, 594, 10, 17)"
1137.0,Spinning Top,0.82157665,"(931, 593, 8, 18)"
1138.0,Spinning Top,0.8224505,"(980, 594, 10, 17)"
1138.0,Spinning Top,0.8224505,"(931, 593, 8, 18)"
1139.0,Spinning Top,0.8436523,"(980, 594, 10, 17)"
1139.0,Spinning Top,0.8436523,"(931, 593, 8, 18)"
1140.0,Spinning Top,0.8139535,"(985, 593, 10, 20)"
1140.0,Spinning Top,0.8139535,"(857, 583, 12, 14)"
1141.0,Spinning Top,0.8585754,"(985, 593, 10, 20)"
1142.0,Spinning Top,0.8564278,"(985, 593, 10, 20)"
1143.0,Spinning Top,0.845906,"(985, 593, 10, 20)"
1144.0,Spinning Top,0.84429723,"(985, 593, 10, 20)"
1144.0,Spinning Top,0.84429723,"(857, 583, 12, 14)"
1145.0,Spinning Top,0.8761572,"(985, 593, 10, 20)"
1145.0,Spinning Top,0.8761572,"(857, 583, 12, 14)"
1146.0,Spinning Top,0.87271696,"(985, 593, 10, 20)"
1146.0,Spinning Top,0.87271696,"(857, 583, 12, 14)"
1147.0,Spinning Top,0.91227514,"(985, 593, 10, 20)"
1147.0,Spinning Top,0.91227514,"(857, 583, 12, 14)"
1148.0,Spinning Top,0.9125707,"(985, 593, 10, 20)"
1148.0,Spinning Top,0.9125707,"(857, 583, 12, 14)"
1149.0,Spinning Top,0.8753663,"(985, 593, 10, 20)"
1150.0,Spinning Top,0.8745341,"(985, 593, 10, 20)"
1151.0,Spinning Top,0.84569097,"(985, 593, 10, 20)"
1152.0,Spinning Top,0.8475525,"(985, 593, 10, 20)"
1152.0,Spinning Top,0.8475525,"(857, 583, 12, 14)"
1153.0,Spinning Top,0.8813252,"(985, 593, 10, 20)"
1153.0,Spinning Top,0.8813252,"(856, 584, 12, 12)"
1153.0,Spinning Top,0.8813252,"(828, 371, 15, 12)"
1154.0,Spinning Top,0.8807681,"(985, 593, 10, 20)"
1154.0,Spinning Top,0.8807681,"(856, 584, 12, 12)"
1154.0,Spinning Top,0.8807681,"(828, 371, 15, 12)"
1155.0,Spinning Top,0.82890475,"(985, 593, 10, 20)"
1155.0,Spinning Top,0.82890475,"(856, 584, 12, 12)"
1155.0,Spinning Top,0.82890475,"(828, 406, 16, 12)"
1156.0,Spinning Top,0.831359,"(985, 593, 10, 20)"
1156.0,Spinning Top,0.831359,"(857, 583, 12, 14)"
1156.0,Spinning Top,0.831359,"(828, 406, 16, 12)"
1157.0,Spinning Top,0.8072631,"(986, 592, 10, 22)"
1157.0,Spinning Top,0.8072631,"(867, 433, 14, 11)"
1158.0,Spinning Top,0.80508536,"(986, 592, 10, 22)"
1158.0,Spinning Top,0.80508536,"(867, 433, 14, 11)"
1159.0,Spinning Top,0.77327865,"(985, 593, 10, 20)"
1160.0,Spinning Top,0.77454334,"(985, 593, 10, 20)"
1161.0,Spinning Top,0.77822375,"(983, 591, 10, 24)"
1162.0,Spinning Top,0.7790975,"(983, 591, 10, 24)"
1165.0,Spinning Top,0.80271304,"(948, 580, 6, 46)"
1166.0,Spinning Top,0.80282,"(948, 580, 6, 46)"
1167.0,Spinning Top,0.8234634,"(984, 586, 12, 32)"
1168.0,Spinning Top,0.8243404,"(984, 586, 12, 32)"
1169.0,Spinning Top,0.8710811,"(983, 593, 10, 20)"
1169.0,Spinning Top,0.8710811,"(1075, 552, 18, 13)"
1170.0,Spinning Top,0.8687786,"(983, 593, 10, 20)"
1170.0,Spinning Top,0.8687786,"(1075, 552, 18, 13)"
1171.0,Spinning Top,0.87011707,"(983, 593, 10, 20)"
1172.0,Spinning Top,0.8723208,"(983, 593, 10, 20)"
1173.0,Spinning Top,0.93735194,"(983, 593, 10, 20)"
1173.0,Spinning Top,0.93735194,"(963, 590, 6, 22)"
1174.0,Spinning Top,0.9355646,"(983, 593, 10, 20)"
1174.0,Spinning Top,0.9355646,"(963, 590, 6, 22)"
1175.0,Non-Spinning Top,0.7078124,"(815, 573, 26, 9)"
1176.0,Non-Spinning Top,0.7040815,"(815, 573, 26, 9)"
1177.0,Non-Spinning Top,0.85966,"(818, 573, 23, 9)"
1177.0,Non-Spinning Top,0.85966,"(417, 523, 30, 8)"
1177.0,Non-Spinning Top,0.85966,"(416, 296, 20, 8)"
1178.0,Non-Spinning Top,0.8548353,"(818, 573, 23, 9)"
1178.0,Non-Spinning Top,0.8548353,"(417, 523, 30, 8)"
1178.0,Non-Spinning Top,0.8548353,"(416, 296, 20, 8)"
1179.0,Non-Spinning Top,0.82052326,"(301, 803, 47, 10)"
1179.0,Non-Spinning Top,0.82052326,"(406, 520, 52, 8)"
1179.0,Non-Spinning Top,0.82052326,"(401, 252, 26, 8)"
1180.0,Non-Spinning Top,0.82228905,"(301, 803, 47, 10)"
1180.0,Non-Spinning Top,0.82228905,"(406, 520, 52, 8)"
1180.0,Non-Spinning Top,0.82228905,"(401, 252, 26, 8)"
1181.0,Non-Spinning Top,0.6627745,"(407, 511, 52, 6)"
1181.0,Non-Spinning Top,0.6627745,"(408, 284, 28, 11)"
1181.0,Non-Spinning Top,0.6627745,"(403, 253, 26, 8)"
1182.0,Non-Spinning Top,0.6684153,"(407, 511, 52, 6)"
1182.0,Non-Spinning Top,0.6684153,"(408, 284, 28, 11)"
1182.0,Non-Spinning Top,0.6684153,"(403, 253, 26, 8)"
1183.0,Non-Spinning Top,0.7490366,"(333, 825, 23, 11)"
1183.0,Non-Spinning Top,0.7490366,"(408, 284, 28, 11)"
1183.0,Non-Spinning Top,0.7490366,"(403, 253, 26, 8)"
1184.0,Non-Spinning Top,0.7507731,"(333, 825, 23, 11)"
1184.0,Non-Spinning Top,0.7507731,"(408, 284, 28, 11)"
1184.0,Non-Spinning Top,0.7507731,"(403, 253, 26, 8)"
1185.0,Non-Spinning Top,0.8052862,"(331, 826, 29, 11)"
1185.0,Non-Spinning Top,0.8052862,"(430, 471, 8, 68)"
1185.0,Non-Spinning Top,0.8052862,"(816, 390, 12, 12)"
1185.0,Non-Spinning Top,0.8052862,"(387, 268, 62, 10)"
1186.0,Non-Spinning Top,0.7970137,"(331, 826, 29, 11)"
1186.0,Non-Spinning Top,0.7970137,"(430, 471, 8, 68)"
1186.0,Non-Spinning Top,0.7970137,"(816, 390, 12, 12)"
1186.0,Non-Spinning Top,0.7970137,"(387, 268, 62, 10)"
1187.0,Non-Spinning Top,0.7230135,"(571, 821, 26, 14)"
1187.0,Non-Spinning Top,0.7230135,"(317, 829, 61, 12)"
1187.0,Non-Spinning Top,0.7230135,"(816, 392, 12, 12)"
1187.0,Non-Spinning Top,0.7230135,"(1008, 350, 12, 32)"
1187.0,Non-Spinning Top,0.7230135,"(954, 350, 6, 22)"
1187.0,Non-Spinning Top,0.7230135,"(388, 266, 60, 12)"
1187.0,Non-Spinning Top,0.7230135,"(1092, 203, 8, 21)"
1187.0,Non-Spinning Top,0.7230135,"(1083, 185, 14, 12)"
1188.0,Non-Spinning Top,0.72403336,"(571, 821, 26, 14)"
1188.0,Non-Spinning Top,0.72403336,"(317, 829, 61, 12)"
1188.0,Non-Spinning Top,0.72403336,"(816, 392, 12, 12)"
1188.0,Non-Spinning Top,0.72403336,"(1008, 350, 12, 32)"
1188.0,Non-Spinning Top,0.72403336,"(954, 350, 6, 22)"
1188.0,Non-Spinning Top,0.72403336,"(388, 266, 60, 12)"
1188.0,Non-Spinning Top,0.72403336,"(1092, 203, 8, 21)"
1188.0,Non-Spinning Top,0.72403336,"(1083, 185, 14, 12)"
1189.0,Non-Spinning Top,0.6813357,"(339, 839, 34, 10)"
1189.0,Non-Spinning Top,0.6813357,"(564, 831, 50, 17)"
1189.0,Non-Spinning Top,0.6813357,"(935, 593, 8, 18)"
1189.0,Non-Spinning Top,0.6813357,"(816, 392, 12, 12)"
1189.0,Non-Spinning Top,0.6813357,"(1008, 350, 12, 32)"
1189.0,Non-Spinning Top,0.6813357,"(954, 350, 6, 22)"
1189.0,Non-Spinning Top,0.6813357,"(1092, 203, 8, 21)"
1189.0,Non-Spinning Top,0.6813357,"(1083, 185, 14, 12)"
1190.0,Non-Spinning Top,0.68112934,"(339, 839, 34, 10)"
1190.0,Non-Spinning Top,0.68112934,"(564, 831, 50, 17)"
1190.0,Non-Spinning Top,0.68112934,"(935, 593, 8, 18)"
1190.0,Non-Spinning Top,0.68112934,"(816, 392, 12, 12)"
1190.0,Non-Spinning Top,0.68112934,"(1008, 350, 12, 32)"
1190.0,Non-Spinning Top,0.68112934,"(1092, 203, 8, 21)"
1190.0,Non-Spinning Top,0.68112934,"(1083, 185, 14, 12)"
1191.0,Non-Spinning Top,0.76892287,"(563, 832, 55, 19)"
1191.0,Non-Spinning Top,0.76892287,"(1010, 348, 12, 36)"
1191.0,Non-Spinning Top,0.76892287,"(538, 314, 14, 14)"
1191.0,Non-Spinning Top,0.76892287,"(1092, 203, 8, 21)"
1191.0,Non-Spinning Top,0.76892287,"(1082, 184, 14, 13)"
1192.0,Non-Spinning Top,0.76244533,"(563, 832, 55, 19)"
1192.0,Non-Spinning Top,0.76244533,"(1010, 348, 12, 36)"
1192.0,Non-Spinning Top,0.76244533,"(538, 314, 14, 14)"
1192.0,Non-Spinning Top,0.76244533,"(1092, 203, 8, 21)"
1192.0,Non-Spinning Top,0.76244533,"(1082, 184, 14, 13)"
1193.0,Non-Spinning Top,0.946943,"(582, 850, 25, 11)"
1193.0,Non-Spinning Top,0.946943,"(572, 819, 29, 19)"
1193.0,Non-Spinning Top,0.946943,"(967, 593, 8, 22)"
1193.0,Non-Spinning Top,0.946943,"(538, 312, 18, 18)"
1193.0,Non-Spinning Top,0.946943,"(589, 277, 11, 23)"
1193.0,Non-Spinning Top,0.946943,"(681, 230, 10, 32)"
1193.0,Non-Spinning Top,0.946943,"(1082, 182, 15, 16)"
1194.0,Non-Spinning Top,0.947538,"(582, 850, 25, 11)"
1194.0,Non-Spinning Top,0.947538,"(572, 819, 28, 19)"
1194.0,Non-Spinning Top,0.947538,"(967, 593, 8, 22)"
1194.0,Non-Spinning Top,0.947538,"(538, 312, 18, 18)"
1194.0,Non-Spinning Top,0.947538,"(589, 277, 11, 23)"
1194.0,Non-Spinning Top,0.947538,"(681, 230, 10, 32)"
1194.0,Non-Spinning Top,0.947538,"(1082, 182, 15, 16)"
1195.0,Non-Spinning Top,0.9786596,"(572, 821, 28, 17)"
1195.0,Non-Spinning Top,0.9786596,"(916, 586, 12, 32)"
1195.0,Non-Spinning Top,0.9786596,"(1084, 166, 16, 33)"
1196.0,Non-Spinning Top,0.97956604,"(572, 821, 28, 17)"
1196.0,Non-Spinning Top,0.97956604,"(916, 586, 12, 32)"
1196.0,Non-Spinning Top,0.97956604,"(1084, 166, 16, 33)"
1197.0,Non-Spinning Top,0.99452037,"(577, 826, 17, 11)"
1197.0,Non-Spinning Top,0.99452037,"(1083, 163, 19, 37)"
1198.0,Non-Spinning Top,0.9946479,"(577, 826, 17, 11)"
1198.0,Non-Spinning Top,0.9946479,"(1083, 163, 19, 37)"
1199.0,Non-Spinning Top,0.98976433,"(540, 688, 12, 20)"
1199.0,Non-Spinning Top,0.98976433,"(1083, 163, 22, 38)"
1200.0,Non-Spinning Top,0.99065393,"(540, 688, 12, 20)"
1200.0,Non-Spinning Top,0.99065393,"(1083, 163, 22, 38)"
1203.0,Non-Spinning Top,0.98491466,"(846, 431, 27, 15)"
1203.0,Non-Spinning Top,0.98491466,"(1015, 303, 20, 34)"
1204.0,Non-Spinning Top,0.98498315,"(846, 431, 27, 15)"
1204.0,Non-Spinning Top,0.98498315,"(1015, 303, 20, 34)"
1205.0,Non-Spinning Top,0.99923337,"(850, 434, 16, 12)"
1205.0,Non-Spinning Top,0.99923337,"(892, 322, 16, 16)"
1205.0,Non-Spinning Top,0.99923337,"(1004, 315, 27, 32)"
1206.0,Non-Spinning Top,0.9992237,"(850, 434, 16, 12)"
1206.0,Non-Spinning Top,0.9992237,"(892, 322, 16, 16)"
1206.0,Non-Spinning Top,0.9992237,"(1004, 316, 29, 32)"
1207.0,Non-Spinning Top,0.9997657,"(1085, 546, 11, 26)"
1207.0,Non-Spinning Top,0.9997657,"(959, 503, 16, 38)"
1207.0,Non-Spinning Top,0.9997657,"(840, 438, 38, 13)"
1207.0,Non-Spinning Top,0.9997657,"(991, 325, 40, 21)"
1207.0,Non-Spinning Top,0.9997657,"(890, 322, 12, 16)"
1207.0,Non-Spinning Top,0.9997657,"(1094, 268, 46, 15)"
1208.0,Non-Spinning Top,0.99977213,"(1085, 546, 11, 26)"
1208.0,Non-Spinning Top,0.99977213,"(959, 503, 16, 38)"
1208.0,Non-Spinning Top,0.99977213,"(840, 438, 38, 13)"
1208.0,Non-Spinning Top,0.99977213,"(991, 325, 40, 21)"
1208.0,Non-Spinning Top,0.99977213,"(890, 322, 12, 16)"
1208.0,Non-Spinning Top,0.99977213,"(1094, 268, 46, 15)"
1209.0,Non-Spinning Top,0.9994603,"(962, 507, 19, 28)"
1209.0,Non-Spinning Top,0.9994603,"(840, 432, 33, 15)"
1209.0,Non-Spinning Top,0.9994603,"(979, 332, 43, 14)"
1209.0,Non-Spinning Top,0.9994603,"(882, 320, 14, 14)"
1209.0,Non-Spinning Top,0.9994603,"(909, 299, 11, 18)"
1209.0,Non-Spinning Top,0.9994603,"(1095, 255, 14, 64)"
1210.0,Non-Spinning Top,0.9994573,"(962, 507, 19, 28)"
1210.0,Non-Spinning Top,0.9994573,"(840, 432, 33, 15)"
1210.0,Non-Spinning Top,0.9994573,"(979, 332, 43, 14)"
1210.0,Non-Spinning Top,0.9994573,"(882, 320, 14, 14)"
1210.0,Non-Spinning Top,0.9994573,"(909, 299, 11, 18)"
1210.0,Non-Spinning Top,0.9994573,"(1095, 255, 14, 64)"
1211.0,Non-Spinning Top,0.9995757,"(959, 507, 35, 20)"
1211.0,Non-Spinning Top,0.9995757,"(841, 427, 20, 14)"
1211.0,Non-Spinning Top,0.9995757,"(836, 398, 18, 14)"
1211.0,Non-Spinning Top,0.9995757,"(857, 333, 10, 26)"
1211.0,Non-Spinning Top,0.9995757,"(981, 330, 32, 14)"
1211.0,Non-Spinning Top,0.9995757,"(1106, 250, 20, 80)"
1212.0,Non-Spinning Top,0.9995604,"(959, 507, 35, 20)"
1212.0,Non-Spinning Top,0.9995604,"(840, 426, 22, 14)"
1212.0,Non-Spinning Top,0.9995604,"(836, 398, 18, 14)"
1212.0,Non-Spinning Top,0.9995604,"(857, 333, 10, 26)"
1212.0,Non-Spinning Top,0.9995604,"(981, 330, 32, 14)"
1212.0,Non-Spinning Top,0.9995604,"(1106, 250, 20, 80)"
1213.0,Non-Spinning Top,0.72686285,"(980, 503, 26, 27)"
1213.0,Non-Spinning Top,0.72686285,"(878, 458, 10, 14)"
1213.0,Non-Spinning Top,0.72686285,"(816, 407, 58, 16)"
1213.0,Non-Spinning Top,0.72686285,"(997, 341, 53, 19)"
1213.0,Non-Spinning Top,0.72686285,"(847, 321, 17, 53)"
1213.0,Non-Spinning Top,0.72686285,"(1098, 230, 40, 104)"
1214.0,Non-Spinning Top,0.7210868,"(980, 503, 26, 27)"
1214.0,Non-Spinning Top,0.7210868,"(878, 458, 10, 14)"
1214.0,Non-Spinning Top,0.7210868,"(816, 407, 58, 16)"
1214.0,Non-Spinning Top,0.7210868,"(997, 341, 53, 19)"
1214.0,Non-Spinning Top,0.7210868,"(847, 321, 17, 53)"
1214.0,Non-Spinning Top,0.7210868,"(1098, 230, 40, 104)"
1215.0,Non-Spinning Top,0.72238594,"(998, 502, 26, 26)"
1215.0,Non-Spinning Top,0.72238594,"(815, 400, 52, 18)"
1215.0,Non-Spinning Top,0.72238594,"(1010, 343, 58, 22)"
1215.0,Non-Spinning Top,0.72238594,"(846, 334, 10, 14)"
1215.0,Non-Spinning Top,0.72238594,"(1080, 271, 53, 29)"
1216.0,Non-Spinning Top,0.70766765,"(998, 502, 26, 26)"
1216.0,Non-Spinning Top,0.70766765,"(815, 399, 51, 18)"
1216.0,Non-Spinning Top,0.70766765,"(1010, 343, 58, 22)"
1216.0,Non-Spinning Top,0.70766765,"(846, 334, 10, 14)"
1216.0,Non-Spinning Top,0.70766765,"(1080, 271, 53, 29)"
1217.0,Spinning Top,0.54634774,"(1018, 498, 22, 30)"
1217.0,Spinning Top,0.54634774,"(859, 442, 21, 11)"
1217.0,Spinning Top,0.54634774,"(809, 392, 50, 18)"
1217.0,Spinning Top,0.54634774,"(1024, 344, 60, 34)"
1217.0,Spinning Top,0.54634774,"(832, 329, 14, 29)"
1218.0,Spinning Top,0.53408676,"(1018, 498, 22, 30)"
1218.0,Spinning Top,0.53408676,"(859, 442, 21, 11)"
1218.0,Spinning Top,0.53408676,"(809, 392, 50, 18)"
1218.0,Spinning Top,0.53408676,"(1024, 344, 60, 34)"
1218.0,Spinning Top,0.53408676,"(832, 329, 14, 29)"
1219.0,Spinning Top,0.86532843,"(1035, 500, 25, 24)"
1219.0,Spinning Top,0.86532843,"(910, 468, 12, 12)"
1219.0,Spinning Top,0.86532843,"(814, 378, 24, 20)"
1219.0,Spinning Top,0.86532843,"(1037, 344, 66, 32)"
1219.0,Spinning Top,0.86532843,"(831, 317, 15, 22)"
1220.0,Spinning Top,0.8688025,"(1035, 500, 25, 24)"
1220.0,Spinning Top,0.8688025,"(910, 468, 12, 12)"
1220.0,Spinning Top,0.8688025,"(814, 378, 24, 20)"
1220.0,Spinning Top,0.8688025,"(1037, 344, 66, 32)"
1220.0,Spinning Top,0.8688025,"(831, 317, 15, 22)"
1221.0,Spinning Top,0.9945074,"(1058, 502, 21, 26)"
1221.0,Spinning Top,0.9945074,"(911, 467, 14, 12)"
1221.0,Spinning Top,0.9945074,"(879, 451, 16, 18)"
1221.0,Spinning Top,0.9945074,"(805, 377, 26, 16)"
1221.0,Spinning Top,0.9945074,"(1063, 347, 69, 34)"
1221.0,Spinning Top,0.9945074,"(823, 314, 15, 21)"
1222.0,Spinning Top,0.9944883,"(1058, 502, 21, 26)"
1222.0,Spinning Top,0.9944883,"(911, 467, 14, 12)"
1222.0,Spinning Top,0.9944883,"(879, 451, 16, 18)"
1222.0,Spinning Top,0.9944883,"(805, 377, 26, 16)"
1222.0,Spinning Top,0.9944883,"(1063, 347, 69, 34)"
1222.0,Spinning Top,0.9944883,"(823, 314, 15, 21)"
1223.0,Spinning Top,0.9994985,"(1096, 500, 14, 18)"
1223.0,Spinning Top,0.9994985,"(1092, 334, 18, 10)"
1224.0,Spinning Top,0.99952555,"(1096, 500, 14, 18)"
1224.0,Spinning Top,0.99952555,"(1092, 334, 18, 10)"
1263.0,Spinning Top,0.9899434,"(1106, 167, 12, 21)"
1264.0,Spinning Top,0.990176,"(1106, 167, 12, 21)"
1265.0,Spinning Top,0.9882521,"(1083, 160, 12, 27)"
1266.0,Spinning Top,0.9883463,"(1083, 160, 12, 27)"
1267.0,Spinning Top,0.9962864,"(1083, 101, 22, 40)"
1268.0,Spinning Top,0.996415,"(1083, 101, 22, 40)"
1269.0,Spinning Top,0.9969236,"(1020, 162, 12, 20)"
1269.0,Spinning Top,0.9969236,"(1058, 108, 20, 28)"
1270.0,Spinning Top,0.99682766,"(1020, 162, 12, 20)"
1270.0,Spinning Top,0.99682766,"(1058, 108, 20, 28)"
1271.0,Spinning Top,0.9964384,"(1008, 168, 10, 22)"
1271.0,Spinning Top,0.9964384,"(1058, 80, 24, 87)"
1272.0,Spinning Top,0.9963946,"(1008, 168, 10, 22)"
1272.0,Spinning Top,0.9963946,"(1058, 80, 24, 87)"
1273.0,Spinning Top,0.9917917,"(977, 176, 22, 9)"
1273.0,Spinning Top,0.9917917,"(1030, 81, 26, 89)"
1274.0,Spinning Top,0.99553704,"(1032, 82, 25, 86)"
1275.0,Spinning Top,0.98537886,"(954, 170, 14, 26)"
1275.0,Spinning Top,0.98537886,"(1007, 84, 28, 91)"
1276.0,Spinning Top,0.9853571,"(954, 170, 14, 26)"
1276.0,Spinning Top,0.9853571,"(1007, 84, 28, 91)"
1277.0,Spinning Top,0.98841816,"(963, 189, 8, 18)"
1277.0,Spinning Top,0.98841816,"(968, 118, 22, 38)"
1277.0,Spinning Top,0.98841816,"(1021, 121, 24, 26)"
1278.0,Spinning Top,0.9884375,"(963, 189, 8, 18)"
1278.0,Spinning Top,0.9884375,"(968, 118, 22, 38)"
1278.0,Spinning Top,0.9884375,"(1021, 121, 24, 26)"
1279.0,Spinning Top,0.99736637,"(974, 97, 26, 90)"
1280.0,Spinning Top,0.99711275,"(974, 97, 26, 90)"
1281.0,Spinning Top,0.9969592,"(945, 202, 7, 22)"
1281.0,Spinning Top,0.9969592,"(951, 101, 29, 92)"
1282.0,Spinning Top,0.9968381,"(945, 202, 7, 22)"
1282.0,Spinning Top,0.9968381,"(951, 101, 29, 92)"
1283.0,Spinning Top,0.9977229,"(873, 212, 72, 14)"
1283.0,Spinning Top,0.9977229,"(934, 106, 28, 96)"
1284.0,Spinning Top,0.99770963,"(873, 212, 72, 14)"
1284.0,Spinning Top,0.99770963,"(934, 106, 28, 96)"
1285.0,Spinning Top,0.99524647,"(918, 222, 6, 26)"
1285.0,Spinning Top,0.99524647,"(869, 221, 12, 14)"
1285.0,Spinning Top,0.99524647,"(901, 155, 34, 31)"
1285.0,Spinning Top,0.99524647,"(955, 139, 30, 48)"
1286.0,Spinning Top,0.99524033,"(918, 222, 6, 26)"
1286.0,Spinning Top,0.99524033,"(869, 221, 12, 14)"
1286.0,Spinning Top,0.99524033,"(901, 155, 34, 31)"
1286.0,Spinning Top,0.99524033,"(955, 139, 30, 48)"
1287.0,Spinning Top,0.99812144,"(928, 123, 29, 102)"
1288.0,Spinning Top,0.998279,"(928, 123, 29, 102)"
1289.0,Spinning Top,0.9951461,"(923, 133, 32, 98)"
1290.0,Spinning Top,0.9951283,"(923, 133, 32, 98)"
1291.0,Spinning Top,0.9947127,"(870, 252, 24, 10)"
1291.0,Spinning Top,0.9947127,"(929, 142, 35, 101)"
1292.0,Spinning Top,0.9946197,"(870, 252, 24, 10)"
1292.0,Spinning Top,0.9946197,"(929, 142, 35, 101)"
1293.0,Spinning Top,0.99422884,"(947, 151, 38, 104)"
1294.0,Spinning Top,0.99419075,"(947, 151, 38, 104)"
1295.0,Spinning Top,0.9518616,"(1007, 269, 10, 28)"
1295.0,Spinning Top,0.9518616,"(971, 161, 32, 102)"
1296.0,Spinning Top,0.9518115,"(1007, 269, 10, 28)"
1296.0,Spinning Top,0.9518115,"(971, 161, 32, 102)"
1297.0,Spinning Top,0.9716329,"(986, 170, 36, 96)"
1298.0,Spinning Top,0.9720948,"(986, 170, 36, 96)"
1299.0,Spinning Top,0.9989048,"(1012, 171, 38, 105)"
1300.0,Spinning Top,0.9988825,"(1012, 171, 38, 105)"
1301.0,Spinning Top,0.9994066,"(1014, 221, 76, 29)"
1301.0,Spinning Top,0.9994066,"(1041, 209, 80, 33)"
1302.0,Spinning Top,0.9993611,"(1014, 221, 76, 29)"
1302.0,Spinning Top,0.9993611,"(1042, 210, 79, 30)"
1303.0,Spinning Top,0.9986552,"(1057, 305, 8, 22)"
1303.0,Spinning Top,0.9986552,"(1115, 297, 8, 36)"
1303.0,Spinning Top,0.9986552,"(1005, 299, 41, 15)"
1303.0,Spinning Top,0.9986552,"(1051, 224, 100, 35)"
1304.0,Spinning Top,0.9987068,"(1057, 305, 8, 22)"
1304.0,Spinning Top,0.9987068,"(1115, 297, 8, 36)"
1304.0,Spinning Top,0.9987068,"(1005, 298, 37, 16)"
1304.0,Spinning Top,0.9987068,"(1051, 224, 100, 35)"
1305.0,Spinning Top,0.99896514,"(1046, 307, 43, 14)"
1306.0,Spinning Top,0.9989604,"(1046, 307, 43, 14)"
1307.0,Spinning Top,0.99952424,"(1082, 317, 71, 13)"
1308.0,Spinning Top,0.99952006,"(1082, 317, 71, 13)"
1321.0,Spinning Top,0.9992092,"(855, 399, 38, 8)"
1322.0,Spinning Top,0.9992393,"(855, 399, 38, 8)"
1323.0,Spinning Top,0.9988802,"(871, 405, 22, 8)"
1324.0,Spinning Top,0.9989115,"(871, 405, 22, 8)"
1325.0,Spinning Top,0.99925846,"(876, 403, 27, 10)"
1326.0,Spinning Top,0.9992638,"(876, 403, 27, 10)"
1327.0,Spinning Top,0.9997266,"(893, 401, 18, 12)"
1328.0,Spinning Top,0.99973255,"(893, 401, 18, 12)"
1329.0,Spinning Top,0.9997223,"(899, 401, 22, 8)"
1330.0,Spinning Top,0.9997371,"(899, 401, 22, 8)"
1371.0,Spinning Top,0.99617493,"(1093, 304, 29, 13)"
1372.0,Spinning Top,0.99613816,"(1093, 304, 29, 13)"
1373.0,Spinning Top,0.9964234,"(1078, 312, 36, 13)"
1374.0,Spinning Top,0.9963385,"(1078, 312, 36, 13)"
1375.0,Spinning Top,0.99057347,"(1082, 330, 12, 16)"
1375.0,Spinning Top,0.99057347,"(1112, 258, 22, 34)"
1376.0,Spinning Top,0.99074465,"(1082, 330, 12, 16)"
1376.0,Spinning Top,0.99074465,"(1112, 258, 22, 34)"
1377.0,Spinning Top,0.9815655,"(1111, 339, 10, 32)"
1377.0,Spinning Top,0.9815655,"(1048, 340, 51, 14)"
1378.0,Spinning Top,0.9826582,"(1111, 339, 10, 32)"
1378.0,Spinning Top,0.9826582,"(1048, 340, 51, 14)"
1379.0,Spinning Top,0.9896712,"(1105, 351, 12, 30)"
1379.0,Spinning Top,0.9896712,"(1044, 350, 50, 14)"
1380.0,Spinning Top,0.9892077,"(1105, 351, 12, 30)"
1380.0,Spinning Top,0.9892077,"(1044, 350, 50, 14)"
1381.0,Spinning Top,0.9745172,"(1101, 369, 10, 20)"
1381.0,Spinning Top,0.9745172,"(1037, 368, 43, 15)"
1381.0,Spinning Top,0.9745172,"(1087, 295, 27, 34)"
1382.0,Spinning Top,0.97509444,"(1101, 369, 10, 20)"
1382.0,Spinning Top,0.97509444,"(1037, 368, 43, 15)"
1382.0,Spinning Top,0.97509444,"(1087, 295, 27, 34)"
1383.0,Spinning Top,0.9280712,"(1027, 382, 85, 16)"
1384.0,Spinning Top,0.922479,"(1027, 382, 85, 16)"
1385.0,Spinning Top,0.9226852,"(1027, 395, 90, 14)"
1386.0,Spinning Top,0.9253141,"(1027, 395, 90, 14)"
1387.0,Spinning Top,0.927324,"(1027, 409, 95, 15)"
1387.0,Spinning Top,0.927324,"(1087, 329, 32, 38)"
1388.0,Spinning Top,0.9314822,"(1027, 409, 95, 15)"
1388.0,Spinning Top,0.9314822,"(1087, 329, 32, 38)"
1389.0,Spinning Top,0.95253664,"(1052, 426, 74, 13)"
1390.0,Spinning Top,0.9533795,"(1052, 426, 74, 13)"
